gemir,intr. Dicho de una persona Emitir sonidos que expresan dolor pena o placer sexual
golpe,m. Acción de dar con violencia un cuerpo contra otro
goma,f. Sustancia viscosa e incristalizable que naturalmente o mediante incisiones fluye de diversos vegetales después de seca es soluble en agua e insoluble en el alcohol y el éter y que disuelta en agua sirve para pegar o adherir cosas
gozar,tr. Sentir placer o alegría a causa de algo 
grave,adj. Dicho de una cosa Que pesa U. t. c. s. m. 
gris,adj. Dicho de un color Semejante al de la ceniza o el acero y que resulta de mezclar el blanco y el negro U. t. c. s. m.
grito,m. Voz muy esforzada y levantada
guía,f. Aquello que dirige o encamina
guiso,m. Comida guisada
hábil,adj. Capaz de realizar con éxito una tarea manual 
habla,f. Facultad de hablar 
hacer,tr. Producir algo darle el primer ser
hache,f. Letra 
hacia,prep. Denota el sentido de un movimiento una tendencia o una actitud   
hada,f. Ser fantástico que se representa bajo la forma de mujer a quien se atribuyen poderes mágicos
halo,m. Meteoro luminoso consistente en un cerco de colores pálidos que suele aparecer alrededor de los discos del Sol y de la Luna
hampa,f. Conjunto de los maleantes especialmente de los organizados en bandas y con normas de conducta particulares
hebra,f. Porción de hilo estambre seda u otra materia hilada que para coser algo suele meterse por el ojo de una aguja
helio,m. Elemento químico de núm. atóm. perteneciente al grupo de los gases nobles escaso en la corteza terrestre y muy abundante en el universo en el aire atmosférico y en algunos yacimientos de gas natural usado para llenar lámparas incandescentes y globos aerostáticos Símb.
heno,m. Planta de la familia de las gramíneas con cañas delgadas de unos cm de largo hojas estrechas agudas más cortas que la vaina y flores en panoja abierta pocas en número y con arista en el cascabillo
hiato,m. Solución de continuidad interrupción o separación espacial o temporal
hielo,m. Agua convertida en cuerpo sólido y cristalino por un descenso suficiente de temperatura
hola,interj. U. como salutación familiar
hotel,m. Establecimiento de hostelería capaz de alojar con comodidad a huéspedes o viajeros
huevo,m. Cuerpo redondeado de tamaño y dureza variables que producen las hembras de las aves o de otras especies animales y que contiene el germen del embrión y las sustancias destinadas a su nutrición durante la incubación
huir,intr. Alejarse deprisa por miedo o por otro motivo de personas animales o cosas para evitar un daño disgusto o molestia U. t. c. prnl. y menos c. tr.
humor,m. Genio índole condición especialmente cuando se manifiesta exteriormente
hurto,m. Acción de hurtar
idea,f. Primero y más obvio de los actos del entendimiento que se limita al simple conocimiento de algo
iglú,m. Vivienda de forma semiesférica construida con bloques de hielo en que durante el invierno habitan los esquimales y otros pueblos de análogas características
ir,intr. Moverse de un lugar hacia otro apartado de la persona que habla U. t. c. prnl.
isla,f. Porción de tierra rodeada de agua por todas partes
izar,tr. Mar. Hacer subir algo tirando de la cuerda de que está colgado
jabón,m. Producto soluble en agua resultado de la combinación de un álcali con los ácidos del aceite u otro cuerpo graso que se usa generalmente para lavar
jalar,tr. coloq. halar tirar de un cabo
jamón,m. Pierna trasera del cerdo curada o cocida entera
jaspe,m. Piedra silícea de grano fino textura homogénea opaca y de colores variados
jaula,f. Armazón cerrada o no según los casos hecha con barras o listones y destinada a encerrar generalmente animales
jazz,m. Género de música derivado de ritmos y melodías afronorteamericanos
jean,m. pantalón vaquero. U. m. en pl. con el mismo significado que en sing.
jeque,m. Entre los musulmanes jefe religioso o político
jerez,m. Vino blanco y fino que se cría y elabora en los términos municipales de y en
jirón,m. Pedazo desgarrado del vestido o de otra ropa
jopo,m. Cola de mucho pelo
joven,adj. Dicho de una persona Que está en la juventud U. t. c. s.
joya,f. Adorno de oro plata o platino con perlas o piedras preciosas o sin ellas
juego,m. Acción y efecto de jugar por entretenimiento
jurar,tr. Afirmar o negar algo poniendo por testigo a Dios o en sí mismo o en sus criaturas
ka,f. Letra  y sonido que representa
kappa,f. Décima letra del alfabeto griego Κ, κ que corresponde a la  del latino y que en esa lengua y en los idiomas neolatinos se ha sustituido en general por la  p. ej., 
karma,m. Rel. En algunas religiones de la energía derivada de los actos de un individuo durante su vida que condiciona cada una de sus sucesivas reencarnaciones hasta que alcanza la perfección
kebab,m. Masa de carne picada que ensartada en una varilla se asa haciéndose girar ante una fuente de calor
kéfir,m. Leche fermentada artificialmente y que contiene ácido láctico alcohol y ácido carbónico
kendo,m. Arte marcial de origen japonés en el que se utiliza una armadura y un sable de bambú
kiwi,m. Ave apterigiforme del tamaño de una gallina que habita en
koala,m. Mamífero marsupial arborícola parecido a un oso pequeño propio de los eucaliptales australianos
kohl,m. Cosmético para ennegrecer los bordes de los párpados las pestañas o las cejas
koiné,f. Ling. Lengua griega común derivada del ático que fue de uso general en el mundo helénico tras las conquistas de
labio,m. Reborde exterior carnoso y móvil de la boca de los mamíferos
lana,f. Pelo de las ovejas y de otros animales que se hila y sirve para tejer
lápiz,m. Nombre genérico de varias sustancias minerales suaves crasas al tacto que se usan generalmente para dibujar
lata,f. hojalata.
latir,intr. Dicho de un perro Dar latidos
leal,adj. Que guarda a alguien o algo la debida fidelidad U. t. c. s.
letal,adj. mortífero.
letra,f. Cada uno de los signos gráficos que componen el alfabeto de un idioma
levar,tr. Mar. Recoger arrancar y suspender el ancla que está fondeada
ley,f. Regla fija a la que está sometido un fenómeno de la naturaleza
libro,m. Conjunto de muchas hojas de papel u otro material semejante que encuadernadas forman un volumen
ligar,tr. atar.
limar,tr. Gastar o alisar un metal la madera etc., con la lima
línea,f. Geom. Sucesión continua e indefinida de puntos
llave,f. Instrumento comúnmente metálico que introducido en una cerradura permite activar el mecanismo que la abre y la cierra
logro,m. Acción y efecto de lograr
lucha,f. Pelea en que dos personas se abrazan con el intento de derribar una a otra
lucir,intr. Brillar resplandecer
lugar,m. Porción de espacio
lujo,m. Abundancia en el adorno o en comodidades y objetos suntuosos 
lupa,f. Lente de aumento generalmente con un mango
madre,f. Mujer que ha concebido o ha parido uno o más hijos
maíz,m. Planta de la familia de las gramíneas con el tallo grueso de uno a tres metros de altura según las especies hojas largas planas y puntiagudas flores masculinas en racimos terminales y las femeninas en espigas axilares resguardadas por una vaina Es indígena de la tropical se cultiva en y produce mazorcas con granos gruesos y amarillos muy nutritivos
manía,f. Preocupación caprichosa y a veces extravagante por un tema o cosa determinados
mapa,m. Representación geográfica de la Tierra o parte de ella en una superficie plana
mar,m. o f. Masa de agua salada que cubre la mayor parte de la superficie terrestre
mayor,adj. Que excede a algo en cantidad o calidad
mecha,f. Cuerda retorcida o cinta tejida hecha de filamentos combustibles generalmente de algodón que se pone en las piqueras o mecheros de algunos aparatos del alumbrado y dentro de las velas y bujías
medir,tr. Comparar una cantidad con su respectiva unidad con el fin de averiguar cuántas veces la segunda está contenida en la primera
meter,tr. Encerrar introducir o incluir algo dentro de otra cosa o en alguna parte U. t. c. prnl.
miel,f. Sustancia viscosa amarillenta y muy dulce que producen las abejas transformando en su estómago el néctar de las flores y devolviéndolo por la boca para llenar con él los panales y que sirva de alimento a las crías
mirar,tr. Dirigir la vista a un objeto U. t. c. intr. y c. prnl.
monte,m. Gran elevación natural del terreno
mueca,f. Contorsión del rostro generalmente burlesca
mujer,f. Persona del sexo femenino
mundo,m. Conjunto de todo lo existente
nabo,m. Planta anual de la familia de las crucíferas de a cm de altura con hojas glaucas rugosas lampiñas grandes partidas en tres lóbulos oblongos las radicales y enteras lanceoladas y algo envainadoras las superiores flores en espiga terminal pequeñas y amarillas fruto seco en vainillas cilíndricas con o semillas y raíz carnosa comestible ahusada blanca o amarillenta
nácar,m. Capa interna de las tres que forman la concha de los moluscos constituida por la mezcla de carbonato de calcio y una sustancia orgánica y dispuesta en láminas paralelas entre sí Cuando estas son lo bastante delgadas para que la luz se difracte al atravesarlas producen reflejos irisados característicos
nacer,intr. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla
nada,f. Inexistencia total o carencia absoluta de todo ser  Era u. menos c. m.
nadar,intr. Dicho de una persona o de un animal Trasladarse en el agua ayudándose de los movimientos necesarios y sin tocar el suelo ni otro apoyo
nafta,f. Fracción ligera del petróleo natural obtenida en la destilación de la gasolina como una parte de esta cuyas variedades se usan como materia prima en la petroquímica y algunas como disolventes
naíf,adj. Dicho del arte o de una obra artística Que se caracteriza por reflejar la realidad con deliberada ingenuidad aparentemente infantil y con poesía y simplicidad Apl. al arte u. t. c. s. m.
naipe,m. Carta de la baraja
nalga,f. Cada una de las dos porciones carnosas y redondeadas situadas entre el final de la columna vertebral y el comienzo de los muslos U. m. en pl.
nardo,m. espicanardo.
nasal,adj. Perteneciente o relativo a la nariz  
nata,f. Sustancia espesa untuosa blanca o un tanto amarillenta que forma una capa sobre la leche que se deja en reposo
natal,adj. Dicho de un lugar En el que se ha nacido
naval,adj. Perteneciente o relativo a las naves y a la navegación
negar,tr. Decir que algo no existe no es verdad o no es como alguien cree o afirma
neón,m. Elemento químico de núm. atóm. perteneciente al grupo de los gases nobles escaso en la Tierra pero muy abundante en el universo y presente en el aire atmosférico que se usa en los tubos fluorescentes Símb.
nexo,m. nudo unión lazo
nido,m. Especie de lecho que forman las aves con hierbas pajas plumas u otros materiales blandos para poner sus huevos y criar los pollos Unas utilizan con tal fin los agujeros de las peñas ribazos troncos o edificios otras lo construyen de ramas o de barro o de sustancias gelatinosas dándole forma cóncava y lo suspenden de los árboles o lo asientan en ellos en las rocas o en las paredes y algunas prefieren el suelo sin otro abrigo que la hierba y la tierra
nieve,f. Agua helada que se desprende de las nubes en cristales sumamente pequeños los cuales agrupándose al caer llegan al suelo en copos blancos
noble,adj. Preclaro ilustre generoso
noche,f. Parte del día comprendida entre la puesta del sol y el amanecer
nogal,m. Árbol de la familia de las yuglandáceas de unos quince metros de altura con tronco corto y robusto del cual salen gruesas y vigorosas ramas para formar una copa grande y redondeada hojas compuestas de hojuelas ovales puntiagudas dentadas gruesas y de olor aromático flores blanquecinas de sexos separados y por fruto la nuez Su madera es dura homogénea de color pardo rojizo veteada capaz de hermoso pulimento y muy apreciada en ebanistería y el cocimiento de las hojas se usa en medicina como astringente y contra las escrófulas
nota,f. Marca o señal que se pone en algo para reconocerlo o para darlo a conocer
nube,f. Agregado visible de minúsculas gotitas de agua de cristales de hielo o de ambos suspendido en la atmósfera y producido por la condensación de vapor de agua
nuca,f. Parte alta de la cerviz correspondiente al lugar en que se une la columna vertebral con la cabeza
nuez,f. Fruto del nogal Es una drupa ovoide de tres o cuatro centímetros de diámetro con el epicarpio fino y liso de color verde con pintas negruzcas el mesocarpio correoso y caedizo y el endocarpio duro parduzco rugoso y dividido en dos mitades simétricas que encierran la semilla desprovista de albumen y con dos cotiledones gruesos comestibles y muy oleaginosos
ñandú,m. Ave corredora americana muy veloz que habita las grandes llanuras se alimenta de plantas e insectos y anida como el avestruz en depresiones del terreno
ñu,m. Mamífero rumiante africano de la familia de los antílopes de color pardo grisáceo cuya cabeza recuerda la de un toro
obra,f. Cosa hecha o producida por un agente
ocaso,m. Puesta del sol o de otro astro al trasponer el horizonte
oír,tr. Percibir con el oído los sonidos
ojo,m. Órgano de la vista en el ser humano y en los animales
olla,f. Vasija redonda de barro o metal que comúnmente forma barriga con cuello y boca anchos y con una o dos asas la cual sirve para cocer alimentos calentar agua etc.
olor,m. Impresión que los efluvios producen en el olfato
ombú,m. Árbol de de la familia de las fitolacáceas con la corteza gruesa y blanda madera fofa copa muy densa hojas alternas elípticas acuminadas con pecíolos largos y flores dioicas en racimos más largos que las hojas
ópera,f. Obra dramática musical cuyo texto se canta total o parcialmente con acompañamiento de orquesta
opio,m. Extracto de la adormidera que contiene diversos alcaloides como la morfina la codeína y la papaverina muy adictivo y con propiedades analgésicas narcóticas y astringentes
optar,tr. Escoger algo entre varias cosas U. m. c. intr.
oral,adj. Que se manifiesta mediante la palabra hablada 
orar,intr. Dirigirse mentalmente o de palabra a una divinidad o a una persona sagrada frecuentemente para hacerles una súplica
orden,m. Colocación de las cosas en el lugar que les corresponde Era u. t. c. f.
oreja,f. Cartílago que en el ser humano y en muchos animales forma la parte exterior del órgano del oído
oro,m. Elemento químico metálico de núm. atóm. de color amarillo brillante el más dúctil y maleable de los metales muy buen conductor del calor y la electricidad escaso en la corteza terrestre donde se encuentra nativo y muy disperso y que se usa en joyería en la fabricación de monedas y aleado con platino o paladio en odontología Símb.
otoño,m. Estación del año que astronómicamente comienza en el equinoccio del mismo nombre y termina en el solsticio de invierno
pegar,tr. Unir una cosa con otra mediante alguna sustancia
pisar,tr. Poner el pie sobre algo
plan,m. Altitud o nivel
poste,m. Madero piedra o columna colocada verticalmente para servir de apoyo o de señal
pozo,m. Perforación que se hace en la tierra para buscar una vena de agua
prosa,f. Forma de expresión habitual oral o escrita no sujeta a las reglas del verso
que,pron. relat. m., f. y n. Introduce una oración relativa y refiere a un antecedente expreso generalmente nominal  
queja,f. Expresión de dolor pena o sentimiento
queso,m. Producto obtenido por maduración de la cuajada de la leche con características propias para cada uno de los tipos según su origen o método de fabricación
ramo,m. Rama de segundo orden o que sale de la rama madre
rayo,m. Cada una de las líneas generalmente rectas que parten del punto en que se produce una determinada forma de energía y señalan la dirección en que esta se propaga
regla,f. Instrumento rígido y de forma rectangular que sirve para trazar líneas rectas o para medir la distancia entre dos puntos
reír,tr. Celebrar con risa algo
reloj,m. Instrumento que sirve para medir el tiempo
remo,m. Instrumento en forma de pala larga y estrecha que sirve para mover las embarcaciones haciendo palanca en el agua
rezar,tr. Dirigir a Dios o a personas santas oraciones de contenido religioso
robar,tr. Quitar o tomar para sí con violencia o con fuerza lo ajeno
robot,m. Máquina o ingenio electrónico programable que es capaz de manipular objetos y realizar diversas operaciones
rocío,m. Vapor que con la frialdad de la noche se condensa en la atmósfera en muy menudas gotas las cuales aparecen luego sobre la superficie de la tierra o sobre las plantas
ropa,f. Prenda de vestir
rueda,f. Pieza mecánica en forma de disco que gira alrededor de un eje
ruido,m. Sonido inarticulado por lo general desagradable
rural,adj. Perteneciente o relativo a la vida del campo a sus labores y a sus habitantes
ruta,f. Rota o derrota de un viaje
sacar,tr. Poner algo fuera del lugar donde estaba encerrado o contenido
sagaz,adj. Astuto y prudente que prevé y previene las cosas
salir,intr. Pasar de dentro afuera U. t. c. prnl.
salsa,f. Composición o mezcla de varias sustancias comestibles desleídas que se hace para aderezar o condimentar la comida
sanar,tr. Restituir a alguien la salud que había perdido
sed,f. Gana y necesidad de beber
sello,m. Trozo pequeño de papel con timbre oficial de figuras o signos grabados que se pega a ciertos documentos para darles valor y eficacia
selva,f. Terreno extenso inculto y muy poblado de árboles
señal,f. Rasgo o nota que se pone o hay en las cosas para darlas a conocer y distinguirlas de otras
silla,f. Asiento con respaldo por lo general con cuatro patas y en que solo cabe una persona
suave,adj. Liso y blando al tacto sin tosquedad ni aspereza
subir,intr. Ir o moverse hacia arriba 
sudar,intr. Secretar sudor U. t. c. tr.
sumar,tr. añadir agregar U. t. c. prnl. 
sutil,adj. Delgado delicado tenue
tabla,f. Pieza de madera plana de poco grueso y cuyas dos caras son paralelas entre sí
tabú,m. Condición de las personas instituciones y cosas a las que no es lícito censurar o mencionar
tapar,tr. Cubrir o cerrar lo que está descubierto o abierto
tarea,f. Obra o trabajo
taza,f. Vasija pequeña por lo común de loza o de metal y con asa empleada generalmente para tomar líquidos
tejer,tr. Formar en el telar la tela con la trama y la urdimbre
tenaz,adj. Que se pega ase o prende a una cosa y es dificultoso de separar
texto,m. Enunciado o conjunto coherente de enunciados orales o escritos
tibia,f. Hueso principal y anterior de la pierna que se articula con el fémur el peroné y el astrágalo
tirar,tr. Dejar caer intencionadamente algo 
tomar,tr. Coger o asir con la mano algo
torpe,adj. Que se mueve con dificultad
torta,f. Masa de harina con otros ingredientes de forma redonda que se cuece a fuego lento
traje,m. Vestido completo de una persona
tren,m. Medio de transporte que circula sobre raíles compuesto por uno o más vagones arrastrados por una locomotora
tribu,f. Cada uno de los grupos de origen familiar que existían en algunos pueblos antiguos 
ungir,tr. Aplicar a alguien o algo aceite u otra materia pingüe extendiéndola superficialmente
unión,f. Acción y efecto de unir o unirse
unir,tr. Hacer que una cosa esté al lado de otra o en contacto con ella formando un todo
untar,tr. Aplicar y extender superficialmente aceite u otra materia pingüe sobre algo
uña,f. Parte del cuerpo animal dura de naturaleza córnea que nace y crece en las extremidades de los dedos
urbe,f. Ciudad especialmente la muy populosa
urdir,tr. Preparar los hilos en la urdidera para pasarlos al telar
urgir,tr. Pedir o exigir algo con urgencia o apremio 
urna,f. Caja para depositar las papeletas o números en los sorteos y en las votaciones secretas
usina,f. Arg., Bol., Chile, Par.  Instalación industrial importante en especial la destinada a producción de gas energía eléctrica agua potable etc.
uso,m. Acción de usar 
usual,adj. Común o habitual
útero,m. Órgano muscular hueco de las hembras de los mamíferos situado en el interior de la pelvis donde se produce la hemorragia menstrual y se desarrolla el feto hasta el parto
uva,f. Baya o grano más o menos redondo y jugoso fruto de la vid que forma racimos
valla,f. Vallado o estacada para defensa
valle,m. Llanura entre montes o alturas
vals,m. Baile de origen alemán que ejecutan las parejas con movimiento giratorio y de traslación Se acompaña con una música de ritmo ternario cuyas frases constan generalmente de compases en aire vivo
varar,tr. Sacar a la playa y poner en seco una embarcación para resguardarla de la resaca o de los golpes de mar o también para carenarla
vedar,tr. Prohibir por ley estatuto o mandato
vejez,f. Cualidad de viejo
veloz,adj. Acelerado ligero y pronto en el movimiento
vena,f. Cada uno de los vasos o conductos por donde retorna la sangre al corazón
venir,intr. Dicho de una persona caminar
verde,adj. Dicho de un color Semejante al de la hierba fresca o al de la esmeralda y que ocupa el cuarto lugar en el espectro luminoso U. t. c. s. m.
vetar,tr. Poner el veto a una proposición acuerdo o medida
vía,f. camino tierra por donde se transita
vicio,m. Inclinación de una persona a realizar actos contrarios a la moral establecida 
vida,f. Fuerza o actividad esencial mediante la que obra el ser que la posee
viga,f. Madero largo y grueso que sirve por lo regular para formar los techos en los edificios y sostener y asegurar las fábricas
vil,adj. Bajo o despreciable
viral,adj. Perteneciente o relativo a los virus
virar,intr. Mudar de dirección en la marcha de un automóvil u otro vehículo semejante
volar,intr. Ir o moverse por el aire sosteniéndose con las alas
voraz,adj. Dicho de un animal Muy comedor
votar,intr. Dicho de una persona Dar su voto o decir su dictamen en una reunión o cuerpo deliberante o en una elección de personas U. t. c. tr.
vuelo,m. Acción de volar
watt,m. Electr. vatio.
web,f. Inform. Red informática
wifi,m. Inform. Sistema de conexión inalámbrica dentro de un área determinada entre dispositivos electrónicos y frecuentemente para acceso a internet U. t. en apos., y t. c. f.
xi,f. Decimocuarta letra del alfabeto griego Ξ, ξ que corresponde a la  del latino
yacer,intr. Dicho de una persona Estar echada o tendida
yak,m. Bóvido que habita en las altas montañas del notable por las largas lanas que le cubren las patas y la parte inferior del cuerpo En estado salvaje es de color oscuro pero entre los domésticos abundan los blancos
yang,m. Fil. En la filosofía china especialmente en el taoísmo fuerza activa o masculina que en síntesis con el yin constituye el principio del orden universal
yapa,f. Ingen. Azogue que en las minas argentíferas de se añade al mineral para facilitar el término de su trabajo en el buitrón
yarda,f. Medida de longitud equivalente a m.
yarey,m. Cuba  Planta de la familia de las palmas con el tronco delgado y hojas plegadas sin espinas cuyas fibras se emplean para tejer sombreros
yate,m. Embarcación de gala o de recreo
yegua,f. Hembra del caballo
yelmo,m. Pieza de la armadura antigua que resguardaba la cabeza y el rostro y se componía de morrión visera y babera
yema,f. Brote embrionario de los vegetales constituido por hojas o por esbozos foliares a modo de botón escamoso del que se desarrollarán ramas hojas y flores
yen,m. Unidad monetaria del
yerba,f. hierba.
yerno,m. Cónyuge masculino de la hija o del hijo de una persona
yero,m. algarroba planta U. m. en pl.
yerro,m. Falta o delito cometido por ignorancia o malicia contra los preceptos y reglas de un arte y absolutamente contra las leyes divinas y humanas
yesar,m. Terreno abundante en mineral de yeso que se puede beneficiar
yesca,f. Materia muy seca comúnmente de trapo quemado cardo u hongos secos y preparada de suerte que cualquier chispa prenda en ella
yeso,m. Sulfato de calcio hidratado de color blanco usado en construcción y en escultura por su propiedad de endurecerse rápidamente al mezclarse con agua
yeti,m. Supuesto gigante antropomorfo del cual se dice que vive en el
yeyé,adj. Dicho de un tipo de música De carácter juvenil que se puso de moda en la década de
yihad,m. o f. Guerra islámica
yin,m. Fil. En la filosofía china especialmente en el taoísmo fuerza pasiva o femenina que en síntesis con el yang constituye el principio del orden universal
yo,pron. person. 1.ª pers. m. y f. sing. Forma que en nominativo designa a la persona que habla o escribe 
yodo,m. Elemento químico de núm. atóm. de color azul violeta y muy reactivo que se encuentra principalmente en el nitrato de en el agua del mar y concentrado en ciertas algas marinas forma parte de la estructura de las hormonas tiroideas y se usa como colorante como reactivo en química y fotografía y como desinfectante en medicina Símb.
yoga,m. Conjunto de disciplinas físico mentales originales de la destinadas a conseguir la perfección espiritual y la unión con lo absoluto
yogui,m. y f. Asceta hindú seguidor del sistema filosófico del yoga
yogur,m. Producto lácteo obtenido mediante reducción por evaporación y fermentación bacteriana de la leche
yola,f. Embarcación muy ligera movida a remo y con vela
yoyo,m. Cuba, El Salv., Méx.  yoyó.
yuan,m. Unidad monetaria de
yuca,f. Planta de tropical de la familia de las liliáceas con tallo arborescente cilíndrico lleno de cicatrices de hasta dos metros de altura coronado por un penacho de hojas largas gruesas rígidas y ensiformes que tiene flores blancas casi globosas colgantes de un escapo largo y central y raíz gruesa de la que se saca harina alimenticia y que se cultiva en como planta de adorno
yudo,m. Sistema japonés de lucha que hoy se practica también como deporte y que tiene por objeto principal defenderse sin armas mediante llaves y movimientos aplicados con destreza
yugo,m. Instrumento de madera al cual formando yunta se uncen por el cuello las mulas o por la cabeza o el cuello los bueyes y en el que va sujeta la lanza o pértigo del carro el timón del arado etc.
yupi,interj. U. para expresar júbilo
yute,m. Materia textil que se obtiene de la corteza interior de una planta de la familia de las tiliáceas
yuyal,m. Arg.  Lugar cubierto de maleza
yuyo,m. Arg., Bol., Chile, Par.  mala hierba.
zafar,tr. Mar. Desembarazar libertar quitar los estorbos de algo U. t. c. prnl.
zamba,f. Danza cantada popular del noroeste de la Argentina
